Fecha de solicitud;Provincia;Número de ampliaciones
2025-05-21;TARRAGONA;2
2025-05-21;TOLEDO;1
2025-05-21;ZARAGOZA;1
2025-05-22;BARCELONA;1
2025-05-22;BIZKAIA;4
2025-05-22;GIRONA;1
2025-05-22;JAEN;2
2025-05-22;VALENCIA;1
2025-05-23;BARCELONA;2
2025-05-23;GIPUZKOA;1
2025-05-23;HUESCA;1
2025-05-23;JAEN;1
2025-05-23;TARRAGONA;3
2025-05-23;TOLEDO;1
2025-05-23;VALLADOLID;1
2025-05-26;BIZKAIA;1
2025-05-26;GIPUZKOA;1
2025-05-26;HUESCA;1
2025-05-26;JAEN;1
2025-05-26;MALAGA;2
2025-05-26;TARRAGONA;1
2025-05-27;ASTURIAS;2
2025-05-27;BIZKAIA;3
2025-05-27;CIUDAD REAL;1
2025-05-27;CUENCA;1
2025-05-27;HUELVA;1
2025-05-27;JAEN;1
2025-05-27;VALLADOLID;1
2025-05-27;ZARAGOZA;1
2025-05-28;BARCELONA;2
2025-05-28;CORDOBA;1
2025-05-28;GIPUZKOA;1
2025-05-28;JAEN;1
2025-05-28;ZARAGOZA;1
2025-05-29;ASTURIAS;1
2025-05-29;BARCELONA;1
2025-05-29;GIRONA;1
2025-05-30;ALBACETE;1
2025-05-30;BARCELONA;1
2025-05-30;BIZKAIA;1
2025-05-30;CORDOBA;1
2025-05-30;GIRONA;1
2025-05-30;JAEN;1
2025-05-30;ZARAGOZA;1
2025-06-02;ASTURIAS;2
2025-06-02;BIZKAIA;2
2025-06-02;GIPUZKOA;1
2025-06-02;HUESCA;1
2025-06-02;JAEN;1
2025-06-02;MALAGA;1
2025-06-02;TARRAGONA;1
2025-06-02;TERUEL;1
2025-06-02;ZARAGOZA;2
2025-06-03;ALBACETE;1
2025-06-03;BIZKAIA;3
2025-06-03;GIPUZKOA;1
2025-06-03;GIRONA;1
2025-06-03;TOLEDO;1
2025-06-04;ASTURIAS;1
2025-06-04;BIZKAIA;4
2025-06-04;GIPUZKOA;4
2025-06-04;HUESCA;1
2025-06-05;GIPUZKOA;1
2025-06-05;TARRAGONA;1
2025-06-05;TERUEL;1
2025-06-06;BIZKAIA;2
2025-06-06;CIUDAD REAL;1
2025-06-06;GIPUZKOA;3
2025-06-06;GRANADA;1
2025-06-06;GUADALAJARA;1
2025-06-06;SALAMANCA;1
2025-06-06;SEVILLA;1
2025-06-06;TOLEDO;1
2025-06-09;ASTURIAS;1
2025-06-09;TOLEDO;1
2025-06-10;BARCELONA;1
2025-06-10;BIZKAIA;1
2025-06-10;CIUDAD REAL;1
2025-06-10;CUENCA;1
2025-06-10;GIPUZKOA;1
2025-06-10;GIRONA;1
2025-06-10;SEVILLA;1
2025-06-10;ZARAGOZA;2
2025-06-11;BIZKAIA;1
2025-06-11;GIPUZKOA;1
2025-06-11;GRANADA;1
2025-06-11;JAEN;1
2025-06-12;BIZKAIA;1
2025-06-12;GIPUZKOA;2
2025-06-12;JAEN;1
2025-06-12;LLEIDA;1
2025-06-12;SEVILLA;1
2025-06-12;TERUEL;1
2025-06-13;ASTURIAS;1
2025-06-13;BARCELONA;1
2025-06-13;GIPUZKOA;2
2025-06-13;TARRAGONA;1
2025-06-13;TOLEDO;1
2025-06-13;VALENCIA;1
2025-06-13;ZARAGOZA;1
2025-06-16;BIZKAIA;1
2025-06-16;GRANADA;1
2025-06-16;JAEN;1
2025-06-16;LA RIOJA;1
2025-06-16;LLEIDA;1
2025-06-16;TARRAGONA;1
2025-06-17;ASTURIAS;1
2025-06-17;BIZKAIA;4
2025-06-17;GIPUZKOA;4
2025-06-17;GIRONA;1
2025-06-17;HUESCA;1
2025-06-17;SALAMANCA;1
2025-06-17;TOLEDO;2
2025-06-17;VALENCIA;1
2025-06-17;ZARAGOZA;1
2025-06-18;GIRONA;1
2025-06-18;JAEN;2
2025-06-19;ASTURIAS;2
2025-06-19;AVILA;1
2025-06-19;BARCELONA;2
2025-06-19;GIPUZKOA;1
2025-06-19;SALAMANCA;1
2025-06-19;TOLEDO;4
2025-06-20;BARCELONA;1
2025-06-20;BIZKAIA;2
2025-06-20;GIPUZKOA;2
2025-06-23;ALBACETE;2
2025-06-23;BARCELONA;1
2025-06-23;BIZKAIA;2
2025-06-23;GIPUZKOA;1
2025-06-23;TERUEL;1
2025-06-23;ZARAGOZA;1
2025-06-24;ASTURIAS;2
2025-06-24;CIUDAD REAL;1
2025-06-24;CUENCA;1
2025-06-24;GIPUZKOA;2
2025-06-24;JAEN;1
2025-06-24;TARRAGONA;1
2025-06-25;ASTURIAS;2
2025-06-25;BARCELONA;1
2025-06-25;GIPUZKOA;2
2025-06-25;JAEN;1
2025-06-25;MADRID;1
2025-06-25;MALAGA;1
2025-06-25;TARRAGONA;1
2025-06-25;TERUEL;1
2025-06-25;TOLEDO;1
2025-06-25;VALENCIA;1
2025-06-26;BARCELONA;1
2025-06-26;BIZKAIA;3
2025-06-26;GRANADA;1
2025-06-26;TARRAGONA;2
2025-06-26;TOLEDO;2
2025-06-27;BARCELONA;2
2025-06-27;BIZKAIA;1
2025-06-27;CUENCA;1
2025-06-27;LLEIDA;1
2025-06-30;BARCELONA;2
2025-06-30;BIZKAIA;1
2025-06-30;GIPUZKOA;1
2025-06-30;HUELVA;1
2025-06-30;HUESCA;2
2025-06-30;JAEN;1
2025-06-30;MADRID;2
2025-06-30;SEVILLA;1
2025-06-30;TOLEDO;1
2025-06-30;ZARAGOZA;1
2025-07-01;ASTURIAS;3
2025-07-01;AVILA;1
2025-07-01;BARCELONA;1
2025-07-01;BIZKAIA;1
2025-07-01;GIPUZKOA;1
2025-07-01;GRANADA;1
2025-07-01;TERUEL;1
2025-07-01;TOLEDO;1
2025-07-02;BARCELONA;1
2025-07-02;GIPUZKOA;2
2025-07-02;MADRID;1
2025-07-03;CIUDAD REAL;1
2025-07-03;GIRONA;1
2025-07-03;JAEN;1
2025-07-03;TERUEL;2
2025-07-03;TOLEDO;2
2025-07-03;VALENCIA;1
2025-07-04;ASTURIAS;1
2025-07-04;BIZKAIA;1
2025-07-04;GIPUZKOA;1
2025-07-04;JAEN;1
2025-07-04;TOLEDO;1
2025-07-04;ZARAGOZA;1
2025-07-07;ASTURIAS;1
2025-07-07;HUESCA;1
2025-07-08;GIRONA;1
2025-07-08;LLEIDA;1
2025-07-08;ZARAGOZA;1
2025-07-09;AVILA;1
2025-07-09;BARCELONA;1
2025-07-09;BIZKAIA;1
2025-07-09;CIUDAD REAL;1
2025-07-09;GIRONA;1
2025-07-09;JAEN;1
2025-07-09;TARRAGONA;2
2025-07-10;ASTURIAS;1
2025-07-10;BIZKAIA;1
2025-07-10;CORDOBA;1
2025-07-10;JAEN;2
2025-07-11;BARCELONA;2
2025-07-11;GIPUZKOA;1
2025-07-14;ASTURIAS;1
2025-07-14;AVILA;1
2025-07-14;BARCELONA;1
2025-07-14;CUENCA;1
2025-07-14;GIPUZKOA;2
2025-07-14;GIRONA;1
2025-07-14;JAEN;1
2025-07-14;MADRID;1
2025-07-14;TERUEL;1
2025-07-15;BIZKAIA;2
2025-07-15;GIPUZKOA;3
2025-07-15;TARRAGONA;1
2025-07-16;BARCELONA;1
2025-07-16;BIZKAIA;2
2025-07-16;GIPUZKOA;2
2025-07-16;SEVILLA;1
2025-07-16;TARRAGONA;1
2025-07-16;TERUEL;1
2025-07-17;BIZKAIA;2
2025-07-17;GRANADA;1
2025-07-17;HUELVA;1
2025-07-17;TOLEDO;1
2025-07-17;VALENCIA;1
2025-07-18;BIZKAIA;1
2025-07-18;GIPUZKOA;2
2025-07-18;GRANADA;1
2025-07-21;BARCELONA;2
2025-07-21;HUESCA;1
2025-07-21;JAEN;1
2025-07-21;MADRID;1
2025-07-21;SEVILLA;1
2025-07-21;TOLEDO;1
2025-07-22;BIZKAIA;1
2025-07-22;GIPUZKOA;2
2025-07-22;JAEN;1
2025-07-22;TARRAGONA;1
2025-07-23;ALBACETE;1
2025-07-23;ASTURIAS;2
2025-07-23;BIZKAIA;1
2025-07-23;GIRONA;1
2025-07-23;GRANADA;1
2025-07-23;LLEIDA;1
2025-07-23;SALAMANCA;1
2025-07-23;SEVILLA;1
2025-07-23;TOLEDO;1
2025-07-24;ASTURIAS;1
2025-07-24;AVILA;1
2025-07-24;BARCELONA;1
2025-07-24;BIZKAIA;1
2025-07-24;CIUDAD REAL;1
2025-07-24;GIPUZKOA;3
2025-07-24;HUESCA;1
2025-07-24;TOLEDO;1
2025-07-25;BARCELONA;1
2025-07-25;BIZKAIA;1
2025-07-25;CIUDAD REAL;1
2025-07-25;GIPUZKOA;1
2025-07-25;GIRONA;2
2025-07-25;HUESCA;1
2025-07-28;BARCELONA;1
2025-07-28;GIPUZKOA;1
2025-07-28;GIRONA;1
2025-07-28;JAEN;1
2025-07-28;SEVILLA;1
2025-07-28;TARRAGONA;1
2025-07-28;ZARAGOZA;1
2025-07-29;BIZKAIA;1
2025-07-29;CORDOBA;1
2025-07-29;HUESCA;1
2025-07-29;ZARAGOZA;1
2025-07-30;CORDOBA;1
2025-07-30;GIRONA;1
2025-07-30;ZARAGOZA;1
2025-07-31;ALBACETE;1
2025-07-31;BIZKAIA;1
2025-07-31;CIUDAD REAL;1
2025-07-31;GRANADA;1
2025-07-31;JAEN;1
2025-07-31;VALENCIA;2
2025-07-31;ZARAGOZA;1
2025-08-01;ASTURIAS;1
2025-08-01;GIPUZKOA;1
2025-08-01;GRANADA;1
2025-08-01;HUESCA;1
2025-08-01;MALAGA;1
2025-08-01;TOLEDO;2
2025-08-04;ALBACETE;1
2025-08-04;BIZKAIA;2
2025-08-04;GIPUZKOA;4
2025-08-05;ASTURIAS;1
2025-08-05;BIZKAIA;1
2025-08-05;GIPUZKOA;1
2025-08-05;HUELVA;1
2025-08-05;JAEN;1
2025-08-05;LLEIDA;1
2025-08-05;SORIA;1
2025-08-06;BIZKAIA;1
2025-08-06;CIUDAD REAL;1
2025-08-06;GIPUZKOA;1
2025-08-06;JAEN;1
2025-08-06;LA RIOJA;1
2025-08-06;MADRID;1
2025-08-06;SALAMANCA;1
2025-08-06;TOLEDO;1
2025-08-06;VALENCIA;1
2025-08-07;ASTURIAS;1
2025-08-07;BARCELONA;2
2025-08-07;GIPUZKOA;1
2025-08-07;TARRAGONA;1
2025-08-07;ZARAGOZA;1
2025-08-08;BARCELONA;3
2025-08-08;BIZKAIA;5
2025-08-08;GIPUZKOA;1
2025-08-08;GIRONA;1
2025-08-08;HUESCA;3
2025-08-08;JAEN;1
2025-08-08;MADRID;1
2025-08-08;TERUEL;2
2025-08-08;TOLEDO;1
2025-08-08;ZARAGOZA;1
2025-08-11;BARCELONA;1
2025-08-11;GIPUZKOA;2
2025-08-11;HUELVA;1
2025-08-11;LLEIDA;1
2025-08-11;SEVILLA;1
2025-08-12;ASTURIAS;1
2025-08-12;BARCELONA;1
2025-08-12;BIZKAIA;1
2025-08-12;GRANADA;1
2025-08-12;VALLADOLID;1
2025-08-12;ZARAGOZA;1
2025-08-13;ASTURIAS;1
2025-08-13;BIZKAIA;1
2025-08-13;GIPUZKOA;2
2025-08-14;ASTURIAS;1
2025-08-14;BIZKAIA;2
2025-08-14;CIUDAD REAL;1
2025-08-14;TERUEL;1
2025-08-14;VALENCIA;2
2025-08-14;ZARAGOZA;1
2025-08-15;BARCELONA;1
2025-08-15;BIZKAIA;1
2025-08-15;GIPUZKOA;1
2025-08-15;GIRONA;1
2025-08-15;TERUEL;1
2025-08-18;BIZKAIA;1
2025-08-18;JAEN;1
2025-08-18;TOLEDO;1
2025-08-19;ALBACETE;1
2025-08-19;ASTURIAS;1
2025-08-19;BARCELONA;1
2025-08-19;BIZKAIA;2
2025-08-19;GRANADA;1
2025-08-19;JAEN;1
2025-08-19;TOLEDO;2
2025-08-19;ZARAGOZA;1
2025-08-20;ASTURIAS;2
2025-08-20;BIZKAIA;1
2025-08-20;HUESCA;2
2025-08-20;JAEN;2
2025-08-20;ZARAGOZA;1
2025-08-21;ASTURIAS;1
2025-08-21;GIPUZKOA;1
2025-08-21;GIRONA;1
2025-08-21;HUELVA;1
2025-08-21;TARRAGONA;1
2025-08-22;BARCELONA;1
2025-08-22;GIPUZKOA;1
2025-08-25;CIUDAD REAL;2
2025-08-25;GIRONA;1
2025-08-25;LLEIDA;1
2025-08-25;VALENCIA;1
2025-08-25;ZARAGOZA;1
2025-08-26;ASTURIAS;2
2025-08-26;BIZKAIA;1
2025-08-26;GIPUZKOA;2
2025-08-26;SEVILLA;1
2025-08-26;TOLEDO;1
2025-08-27;ASTURIAS;1
2025-08-27;BARCELONA;2
2025-08-27;BIZKAIA;2
2025-08-27;BURGOS;1
2025-08-27;GIPUZKOA;2
2025-08-27;GIRONA;1
2025-08-27;GRANADA;1
2025-08-27;HUESCA;1
2025-08-27;TOLEDO;1
2025-08-27;ZARAGOZA;1
2025-08-28;BARCELONA;1
2025-08-28;GIPUZKOA;1
2025-08-28;TARRAGONA;1
2025-08-28;TERUEL;1
2025-08-28;VALENCIA;1
2025-08-29;ASTURIAS;4
2025-08-29;CUENCA;1
2025-08-29;HUELVA;1
2025-08-29;HUESCA;1
2025-08-29;JAEN;1
2025-09-01;BARCELONA;1
2025-09-01;CUENCA;1
2025-09-01;GIPUZKOA;2
2025-09-01;GRANADA;1
2025-09-01;HUELVA;1
2025-09-01;HUESCA;1
2025-09-01;TARRAGONA;2
2025-09-01;VALLADOLID;1
2025-09-02;ASTURIAS;1
2025-09-02;BARCELONA;3
2025-09-02;GIPUZKOA;1
2025-09-02;GIRONA;1
2025-09-02;HUESCA;1
2025-09-02;JAEN;2
2025-09-02;TARRAGONA;1
2025-09-02;VALENCIA;1
2025-09-02;ZARAGOZA;1
2025-09-03;BIZKAIA;1
2025-09-03;GIPUZKOA;1
2025-09-03;GIRONA;1
2025-09-03;HUESCA;1
2025-09-03;MALAGA;1
2025-09-03;TERUEL;1
2025-09-03;VALENCIA;1
2025-09-03;ZARAGOZA;1
2025-09-04;BARCELONA;1
2025-09-04;CIUDAD REAL;1
2025-09-04;GIPUZKOA;1
2025-09-04;JAEN;1
2025-09-05;ALBACETE;1
2025-09-05;ASTURIAS;1
2025-09-05;BARCELONA;1
2025-09-05;GIPUZKOA;1
2025-09-05;TERUEL;1
2025-09-08;ASTURIAS;1
2025-09-08;BIZKAIA;2
2025-09-08;GIPUZKOA;1
2025-09-08;GRANADA;1
2025-09-08;MADRID;1
2025-09-08;TOLEDO;1
2025-09-08;VALENCIA;1
2025-09-08;ZARAGOZA;1
2025-09-09;BIZKAIA;3
2025-09-09;HUELVA;1
2025-09-09;MADRID;1
2025-09-09;MALAGA;1
2025-09-09;VALENCIA;1
2025-09-09;ZARAGOZA;1
2025-09-10;BARCELONA;1
2025-09-10;BIZKAIA;1
2025-09-11;BARCELONA;2
2025-09-11;BIZKAIA;1
2025-09-11;GIPUZKOA;3
2025-09-11;JAEN;1
2025-09-11;MADRID;1
2025-09-11;VALENCIA;1
2025-09-12;ASTURIAS;1
2025-09-12;GIPUZKOA;1
2025-09-12;GIRONA;1
2025-09-12;LLEIDA;1
2025-09-12;VALLADOLID;1
2025-09-12;ZARAGOZA;1
2025-09-13;CIUDAD REAL;2
2025-09-13;HUELVA;1
2025-09-15;BIZKAIA;1
2025-09-15;GIPUZKOA;1
2025-09-15;GIRONA;1
2025-09-15;HUESCA;2
2025-09-15;ZARAGOZA;1
2025-09-16;BARCELONA;1
2025-09-16;GUADALAJARA;1
2025-09-16;JAEN;1
2025-09-16;LLEIDA;1
2025-09-16;TERUEL;1
2025-09-17;ASTURIAS;1
2025-09-17;BIZKAIA;1
2025-09-17;CIUDAD REAL;1
2025-09-17;GIPUZKOA;4
2025-09-17;HUELVA;1
2025-09-17;HUESCA;1
2025-09-17;LLEIDA;1
2025-09-17;MADRID;1
2025-09-17;TARRAGONA;1
2025-09-17;TOLEDO;1
2025-09-17;VALENCIA;1
2025-09-18;ASTURIAS;1
2025-09-18;AVILA;1
2025-09-18;BARCELONA;1
2025-09-18;GIPUZKOA;1
2025-09-18;GRANADA;1
2025-09-18;TARRAGONA;1
2025-09-19;ASTURIAS;1
2025-09-19;BARCELONA;1
2025-09-19;BIZKAIA;1
2025-09-19;GIPUZKOA;2
2025-09-19;GIRONA;1
2025-09-19;HUELVA;1
2025-09-19;LLEIDA;1
2025-09-19;SALAMANCA;1
2025-09-19;TOLEDO;1
2025-09-22;ASTURIAS;1
2025-09-22;BIZKAIA;3
2025-09-22;GIPUZKOA;2
2025-09-22;SEVILLA;1
2025-09-22;TARRAGONA;1
2025-09-22;VALENCIA;1
2025-09-22;ZARAGOZA;1
2025-09-23;BARCELONA;1
2025-09-23;BIZKAIA;1
2025-09-23;JAEN;2
2025-09-23;LLEIDA;1
2025-09-23;TOLEDO;1
2025-09-23;VALENCIA;1
2025-09-23;ZARAGOZA;1
2025-09-24;ASTURIAS;2
2025-09-24;BARCELONA;1
2025-09-24;BIZKAIA;1
2025-09-24;GIPUZKOA;2
2025-09-24;SEVILLA;1
2025-09-24;TOLEDO;1
2025-09-24;ZARAGOZA;1
2025-09-25;BARCELONA;1
2025-09-25;BIZKAIA;1
2025-09-25;CUENCA;1
2025-09-25;GIPUZKOA;3
2025-09-25;HUELVA;2
2025-09-25;MALAGA;1
2025-09-25;TARRAGONA;3
2025-09-26;ASTURIAS;1
2025-09-26;AVILA;1
2025-09-26;BIZKAIA;2
2025-09-26;GIPUZKOA;3
2025-09-26;GIRONA;1
2025-09-26;JAEN;1
2025-09-26;LA RIOJA;1
2025-09-26;TOLEDO;1
2025-09-26;ZARAGOZA;2
2025-09-28;BARCELONA;2
2025-09-28;CUENCA;1
2025-09-28;GRANADA;1
2025-09-28;VALENCIA;1
2025-09-29;BARCELONA;1
2025-09-29;BIZKAIA;1
2025-09-29;GIPUZKOA;1
2025-09-29;GIRONA;1
2025-09-29;MALAGA;1
2025-09-29;TERUEL;1
2025-09-30;ASTURIAS;1
2025-09-30;CIUDAD REAL;1
2025-09-30;GIRONA;1
2025-09-30;GRANADA;2
2025-09-30;JAEN;2
